Thu Nov 11 18:29:18 2021    output.dat

         200387563 function calls (200265234 primitive calls) in 140.265 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    68/30    0.001    0.000    2.375    0.079 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:114(_draw_list_compositing_images)
      279    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:413(set_linestyle)
     4198    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:2362(_get_dpi)
     3930    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:853(get_text)
      461    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:374(width)
     2932    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:771(<genexpr>)
     1379    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:1015(get_hatch_path)
     1982    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2090(transform)
      297    0.001    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:1335(_bind)
    73/49    0.001    0.000    0.014    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\gridspec.py:732(get_position)
       76    0.001    0.000    0.012    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:1684(apply_aspect)
       82    0.001    0.000    0.096    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:3187(tick_params)
       65    0.001    0.000    0.001    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       38    0.001    0.000    0.103    0.003 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2349(_update_label_position)
       56    0.001    0.000    0.012    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:1208(inverse)
      125    0.001    0.000    0.012    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:1045(_set_position)
      285    0.001    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:1089(_set_artist_props)
     1198    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2186(transform_non_affine)
     5709    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:894(get_math_fontfamily)
       88    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.update_path_extents}
     2008    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:3405(dtype)
        3    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1403(_get_font)
       38    0.001    0.000    0.073    0.002 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2075(_update_label_position)
     4125    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook\__init__.py:861(<listcomp>)
     2932    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:769(<genexpr>)
       52    0.001    0.000    0.014    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:409(_plot_args)
       16    0.001    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:1163(__call__)
     6556    0.001    0.000    0.001    0.000 {method 'getrandbits' of '_random.Random' objects}
     3421    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:193(_reshape_dispatcher)
      164    0.001    0.000    0.030    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\spines.py:423(linear_spine)
      593    0.001    0.000    0.014    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:518(_get_text2_transform)
       17    0.001    0.000    0.033    0.002 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\optimize\_numdiff.py:547(_dense_difference)
     2543    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      152    0.001    0.000    0.035    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1070(<listcomp>)
     4150    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:573(formatter)
     2130    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:282(points_to_pixels)
     5726    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:765(get_file)
       76    0.001    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\path.py:599(get_extents)
      516    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:393(set_linewidth)
       27    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_layoutgrid.py:145(hard_constraints)
      272    0.001    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2539(ptp)
      884    0.001    0.000    0.008    0.000 <__array_function__ internals>:2(around)
      106    0.001    0.000    0.026    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:675(union)
      884    0.001    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:3220(around)
        9    0.001    0.000    0.025    0.003 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:162(__init__)
       34    0.001    0.000    0.929    0.027 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:2728(clf)
        1    0.001    0.001    0.001    0.001 {built-in method _imp.create_dynamic}
       31    0.001    0.000    0.001    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
        9    0.001    0.000    0.007    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:2176(__init__)
      160    0.001    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:1128(process_value)
      400    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_ufunc_config.py:131(geterr)
       44    0.001    0.000    0.070    0.002 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\legend.py:1019(_find_best_position)
      780    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:885(set_alpha)
       71    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:386(size)
      208    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_pylab_helpers.py:105(get_active)
        8    0.001    0.000    0.053    0.007 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:917(make_image)
     4798    0.001    0.000    0.001    0.000 {method 'copy' of 'list' objects}
       27    0.001    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:3089(init_layoutgrid)
      809    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:973(set_joinstyle)
     1192    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1330(_iter_break_from_left_to_right)
      487    0.001    0.000    0.015    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:448(_get_text1_transform)
     2897    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\multiarray.py:148(concatenate)
       40    0.001    0.000    0.001    0.000 {built-in method builtins.__build_class__}
       75    0.001    0.000    0.012    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:709(__init__)
      107    0.001    0.000    0.012    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:498(_get_glyph)
     1446    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1122(_expand_aliases)
    39/22    0.001    0.000    0.013    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:435(_parse_sub)
       25    0.001    0.000    0.002    0.000 C:\Users\timot\EI_ST5\ga.py:67(survivor_selection)
       14    0.001    0.000    0.038    0.003 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_axes.py:5996(pcolormesh)
      640    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\cycler.py:225(__iter__)
      286    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\shape_base.py:23(atleast_1d)
     2885    0.001    0.000    0.001    0.000 {method 'random' of '_random.Random' objects}
      936    0.001    0.000    0.001    0.000 {built-in method sys.intern}
      802    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:2760(_get_axis_list)
      451    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:475(set_capstyle)
       88    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:876(update_from_path)
      920    0.001    0.000    0.001    0.000 {built-in method math.log10}
     3162    0.001    0.000    0.001    0.000 C:\Users\timot\EI_ST5\alpha.py:28(FFT_g)
      408    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1817(is_separable)
      878    0.001    0.000    0.010    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1569(set_major_formatter)
      122    0.001    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:983(_update_transScale)
     23/1    0.001    0.000  140.265  140.265 {built-in method builtins.exec}
      884    0.001    0.000    0.008    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:3730(round_)
       14    0.001    0.000    0.094    0.007 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colorbar.py:521(draw_all)
      394    0.001    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:1130(set_position)
      342    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1940(<genexpr>)
   160/16    0.001    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:1783(hlist_out)
       72    0.001    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\pathlib.py:682(_parse_args)
       50    0.001    0.000    0.048    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\legend_handler.py:227(create_artists)
     2236    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:2365(_set_dpi)
      528    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:320(<listcomp>)
      487    0.001    0.000    0.011    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:451(_get_text2_transform)
        1    0.001    0.001    0.001    0.001 C:\Users\timot\EI_ST5\preprocessing.py:14(set2zero)
     1340    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1754(__array__)
      582    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_methods.py:101(_clip_dep_is_byte_swapped)
      213    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2422(__init__)
     4402    0.001    0.000    0.001    0.000 {method 'bit_length' of 'int' objects}
      316    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:72(wrapper)
        9    0.001    0.000    1.033    0.115 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:875(new_figure_manager_given_figure)
       25    0.001    0.000    0.015    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\tqdm\std.py:1197(update)
      809    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:902(set_antialiased)
      493    0.001    0.000    0.008    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2729(get_transformed_points_and_affine)
     1092    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:25(_wrap_text)
      809    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:907(set_capstyle)
      301    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\hatch.py:189(_validate_hatch_pattern)
       30    0.001    0.000    2.411    0.080 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:399(draw)
      152    0.001    0.000    0.050    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1258(get_majorticklocs)
       35    0.001    0.000    0.001    0.000 {method 'sort' of 'list' objects}
      368    0.001    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2287(blended_transform_factory)
      348    0.001    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1436(update_units)
     5702    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
       41    0.001    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:795(_set_lim_and_transforms)
       56    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:1005(__call__)
      166    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\pyplot.py:843(gcf)
      279    0.001    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:453(set_fill)
     1096    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:3637(_get_data)
      544    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:2049(closeto)
      490    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:380(height)
      289    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:1400(__init__)
       30    0.000    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:411(get_renderer)
  246/178    0.000    0.000    0.075    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:4847(parseImpl)
  278/112    0.000    0.000    0.113    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:1313(wrapper)
       44    0.000    0.000    0.015    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\legend.py:1034(<listcomp>)
       30    0.000    0.000    2.399    0.080 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:2766(draw)
       22    0.000    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:3782(get_path)
     3940    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1789(get_affine)
     2082    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:597(get_gid)
       41    0.000    0.000    0.034    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2286(__init__)
       72    0.000    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook\__init__.py:528(_get_data_path)
       41    0.000    0.000    0.065    0.002 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2015(__init__)
      352    0.000    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1947(clear)
  286/110    0.000    0.000    0.042    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:345(get_extent)
     1705    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook\__init__.py:1654(<lambda>)
      291    0.000    0.000    0.015    0.000 {method 'clip' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.018    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:2626(autoscale_view)
       44    0.000    0.000    0.014    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:676(draw)
      216    0.000    0.000    0.000    0.000 {method 'addConstraint' of 'kiwisolver.Solver' objects}
     3162    0.000    0.000    0.000    0.000 {method 'conjugate' of 'complex' objects}
       72    0.000    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\pathlib.py:1079(__new__)
      107    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\mathtext.py:169(get_hinting_type)
      279    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:509(set_hatch)
      646    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:868(__iter__)
       32    0.000    0.000    0.013    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colorbar.py:247(tick_values)
      647    0.000    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_api\deprecation.py:327(wrapper)
       82    0.000    0.000    0.147    0.002 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:4059(__init__)
      325    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:849(__iter__)
       51    0.000    0.000    0.047    0.001 C:\Users\timot\EI_ST5\alpha.py:7(error)
      234    0.000    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:242(_get_font)
       96    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:1308(kern)
   151/54    0.000    0.000    0.116    0.002 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:4686(parseImpl)
       52    0.000    0.000    0.043    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_axes.py:1361(plot)
       13    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
      534    0.000    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:341(set_edgecolor)
        9    0.000    0.000    0.012    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\ImageFile.py:478(_save)
        8    0.000    0.000    0.072    0.009 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colorbar.py:414(__init__)
      583    0.000    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:717(_get_transformed_path)
      817    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:984(set_linewidth)
       60    0.000    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:2605(subsuper)
      314    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       43    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_GetForegroundWindow}
      864    0.000    0.000    0.008    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1595(set_minor_formatter)
      872    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:566(set_useOffset)
    44/22    0.000    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\inspect.py:2244(_signature_from_callable)
     1667    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       49    0.000    0.000    1.025    0.021 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_api\deprecation.py:459(wrapper)
      272    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:2038(__init__)
      641    0.000    0.000    0.000    0.000 {built-in method math.ceil}
      272    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:2059(le)
       30    0.000    0.000    0.009    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:220(_get_draw_artists)
      454    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:1310(_replace_dtype_fields)
      552    0.000    0.000    0.010    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:359(set_facecolor)
      286    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(atleast_1d)
      532    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      104    0.000    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:302(to_rgba_array)
 1015/898    0.000    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\abc.py:121(__subclasscheck__)
      168    0.000    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1780(transform_path_affine)
     1606    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:1357(getmask)
  286/154    0.000    0.000    0.043    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:474(<listcomp>)
       41    0.000    0.000    0.008    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:752(set_figure)
       60    0.000    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:3017(_wait_cursor_for_draw_cm)
       72    0.000    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:3067(__array_wrap__)
      250    0.000    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:194(__init__)
      291    0.000    0.000    0.017    0.000 <__array_function__ internals>:2(clip)
   250/25    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:206(set_figure)
      493    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:923(get_markeredgecolor)
       74    0.000    0.000    0.010    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:733(__init__)
      391    0.000    0.000    0.001    0.000 {method 'join' of 'str' objects}
       86    0.000    0.000    0.017    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:1138(__init__)
      108    0.000    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:968(intervalx)
       16    0.000    0.000    0.024    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:161(_resample)
     2451    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\path.py:213(codes)
     1844    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:1268(get_usetex)
      222    0.000    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:521(set_clip_box)
      314    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(nonzero)
     1379    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:819(get_clip_path)
       58    0.000    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:582(set_cursor)
      144    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\pathlib.py:155(splitroot)
      216    0.000    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:754(limit_range_for_scale)
      640    0.000    0.000    0.000    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\cycler.py:138(keys)
