Fri Nov 12 04:02:17 2021    output.dat

         193316222 function calls (193192901 primitive calls) in 125.045 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    18410    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:1763(_idle_draw_cntx)
    18963    0.003    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:222(<lambda>)
     9066    0.003    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1304(<genexpr>)
     2007    0.003    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\path.py:190(_update_values)
      896    0.003    0.000    0.012    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1635(set_major_locator)
     3358    0.003    0.000    0.010    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:632(axes)
      372    0.003    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:514(anchored)
     8852    0.003    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\function_base.py:244(iterable)
  3901/17    0.003    0.000    0.098    0.006 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:4460(parseImpl)
     3206    0.003    0.000    0.026    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1217(set_markerfacecoloralt)
       50    0.003    0.000    0.003    0.000 {method 'take' of 'numpy.ndarray' objects}
     1988    0.003    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:946(copy)
      625    0.003    0.000    0.021    0.000 C:\Users\timot\EI_ST5\ga.py:29(parents_selection)
     1581    0.003    0.000    0.005    0.000 C:\Users\timot\EI_ST5\alpha.py:11(compute_parameters)
   769/23    0.003    0.000    0.009    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:71(_compile)
      949    0.003    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:392(bounds)
     2566    0.003    0.000   79.865    0.031 C:\Users\timot\EI_ST5\run_algo_gen.py:51(<lambda>)
     1036    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2879(_interval_contains_close)
      636    0.003    0.000    0.782    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:773(clear)
     7688    0.003    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\csc.py:235(isspmatrix_csc)
    23194    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\multiarray.py:1071(copyto)
      944    0.003    0.000    0.003    0.000 {built-in method builtins.round}
      472    0.003    0.000    0.516    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:833(set_tick_params)
    12000    0.003    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1009(_normalize_font_family)
      872    0.003    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:2151(_staircase)
5775/3190    0.003    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2369(<lambda>)
    18964    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2118(_sum_dispatcher)
     2411    0.003    0.000    0.008    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:820(get_unitless_position)
     2457    0.003    0.000    0.045    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:854(get_bbox)
    18181    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1689(isEnabledFor)
     7412    0.003    0.000    0.005    0.000 <string>:1(<lambda>)
  221/119    0.003    0.000    0.034    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:468(get_extent_offsets)
      872    0.003    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:535(__init__)
     2634    0.003    0.000    0.008    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1829(transform_affine)
     3559    0.003    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:32(_get_dash_pattern)
     9682    0.003    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:205(convert_yunits)
     2742    0.003    0.000    0.015    0.000 <__array_function__ internals>:2(concatenate)
     3206    0.003    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1328(set_solid_joinstyle)
        9    0.003    0.000    0.003    0.000 {built-in method io.open}
    15866    0.003    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:2599(__hash__)
1271/1203    0.003    0.000    0.025    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:766(_unstale_viewLim)
     1692    0.003    0.000    0.003    0.000 {method 'astype' of 'numpy.ndarray' objects}
     3206    0.003    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1314(set_dash_joinstyle)
       25    0.003    0.000   38.720    1.549 C:\Users\timot\EI_ST5\run_algo_gen.py:69(<listcomp>)
     1191    0.003    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1417(get_font)
    17584    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\multiarray.py:341(where)
    23050    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:739(get_weight)
    15501    0.003    0.000    0.003    0.000 {built-in method builtins.delattr}
     1018    0.003    0.000    0.015    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:212(apply_tickdir)
      418    0.003    0.000    0.207    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:294(draw)
    17555    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\function_base.py:722(_copy_dispatcher)
     2717    0.003    0.000    0.032    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1972(rotate_deg)
     3330    0.003    0.000    0.028    0.000 <__array_function__ internals>:2(reshape)
     7954    0.003    0.000    0.003    0.000 {method 'count' of 'str' objects}
  792/412    0.003    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\units.py:192(get_converter)
     1135    0.003    0.000    0.052    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:269(_get_agg_font)
      279    0.003    0.000    0.028    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:54(__init__)
    23050    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:714(get_family)
     9177    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:222(axes)
    18075    0.003    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1160(score_style)
     5977    0.003    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:902(set_math_fontfamily)
      850    0.003    0.000    0.015    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:464(update_position)
  650/625    0.002    0.000    0.011    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1758(__eq__)
     6807    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:304(__init__)
    12732    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1019(get_points)
    23050    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:726(get_style)
      232    0.002    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:847(_set_order_of_magnitude)
     3330    0.002    0.000    0.023    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:198(reshape)
      562    0.002    0.000    0.014    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:931(get_yaxis_text1_transform)
     5090    0.002    0.000    0.014    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:343(_set_artist_props)
     8064    0.002    0.000    0.002    0.000 C:\Users\timot\EI_ST5\ga.py:18(<lambda>)
     3672    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook\__init__.py:858(clean)
      382    0.002    0.000    0.009    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:546(_bind_draw_path_function)
        9    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:85(__init__)
     3206    0.002    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1372(set_solid_capstyle)
    23050    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:748(get_stretch)
    23050    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:733(get_variant)
     2943    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:266(x0)
     4821    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:390(get_transform)
        9    0.002    0.000    0.002    0.000 {built-in method PIL._imaging.fill}
  1558/31    0.002    0.000    0.104    0.003 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:4049(parseImpl)
      510    0.002    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_methods.py:91(_clip_dep_is_scalar_nan)
     2520    0.002    0.000    0.058    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:674(_from_any)
     2451    0.002    0.000    0.021    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:810(unit)
      880    0.002    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1651(set_minor_locator)
    11529    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:164(__getitem__)
       16    0.002    0.000    0.016    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:588(__call__)
    18075    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:756(get_size)
    18075    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1224(score_size)
     1242    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:50(get_hinting_flag)
        8    0.002    0.000    0.045    0.006 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:307(_make_image)
      690    0.002    0.000    0.547    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:217(get_text_width_height_descent)
       41    0.002    0.000    0.797    0.019 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:554(__init__)
      236    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:2020(scale_range)
       18    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\linalg\linalg.py:476(inv)
      776    0.002    0.000    0.028    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:272(update_from)
     9281    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:231(draw_idle)
     4246    0.002    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:1141(set_x)
     3206    0.002    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1188(set_markeredgewidth)
     3844    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\csr.py:335(isspmatrix_csr)
     4963    0.002    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:1152(set_y)
     3206    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1231(set_markersize)
     1032    0.002    0.000    0.009    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:2974(__array_finalize__)
    18075    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1177(score_variant)
     1726    0.002    0.000    0.026    0.000 <__array_function__ internals>:2(column_stack)
     2470    0.002    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:1254(set_usetex)
       16    0.002    0.000    0.002    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
   508/60    0.002    0.000    0.089    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:4249(parseImpl)
2730/1442    0.002    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2340(_invalidate_internal)
      456    0.002    0.000    0.012    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:855(get_xaxis_text1_transform)
     2322    0.002    0.000    0.008    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:1094(set_zorder)
      966    0.002    0.000    0.185    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:239(set_clip_path)
  370/274    0.002    0.000    0.894    0.003 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:917(set_clip_path)
      721    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:40(get_rotation)
     1581    0.002    0.000    0.005    0.000 C:\Users\timot\EI_ST5\alpha.py:34(X)
     1018    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:200(_set_labelrotation)
     2209    0.002    0.000    0.011    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:1044(set_fontsize)
      872    0.002    0.000    0.042    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:2086(__init__)
     8220    0.002    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:1777(get)
      864    0.002    0.000    0.094    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:742(_set_scale)
     1581    0.002    0.000    0.005    0.000 C:\Users\timot\EI_ST5\alpha.py:39(Y)
     1564    0.002    0.000    0.021    0.000 <__array_function__ internals>:2(broadcast_arrays)
     3844    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\sputils.py:250(isdense)
     7415    0.002    0.000    0.002    0.000 {built-in method builtins.vars}
     5286    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:1201(set_text)
     6021    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_api\__init__.py:153(<genexpr>)
     8182    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2454(_cumsum_dispatcher)
      864    0.002    0.000    0.044    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:2890(__init__)
        9    0.002    0.000    0.002    0.000 {built-in method gc.collect}
    11356    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:1771(is_saving)
    73/49    0.002    0.000    0.009    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\gridspec.py:145(get_grid_positions)
     3206    0.002    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:496(set_pickradius)
      268    0.002    0.000    0.010    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:487(transformed)
     4980    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:172(append)
     1067    0.002    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:952(set_alpha)
      437    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:1513(_register)
  562/466    0.002    0.000    0.825    0.002 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2327(_get_tick)
      134    0.002    0.000    0.022    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2535(get_tick_space)
     6351    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:233(__next)
  740/732    0.002    0.000    0.007    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1089(get_points)
      864    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\scale.py:621(scale_factory)
        8    0.002    0.000    0.002    0.000 {method 'draw_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     4269    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing.py:545(__new__)
4332/3304    0.002    0.000    0.326    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\spines.py:200(_ensure_position_is_set)
     3206    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1173(set_markeredgecolor)
      150    0.002    0.000    0.607    0.004 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1352(get_major_ticks)
     9736    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook\__init__.py:1805(<listcomp>)
     1164    0.002    0.000    0.006    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:922(set_clip_path)
     7567    0.002    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1900(get_matrix)
      106    0.002    0.000    0.016    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:3442(set_xlim)
      223    0.002    0.000    0.044    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:598(draw)
     3206    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1033(set_antialiased)
     1692    0.002    0.000    0.032    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2377(transform_affine)
  630/356    0.002    0.000    0.945    0.003 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:596(__get__)
     1064    0.002    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\path.py:161(_fast_from_codes_and_verts)
        9    0.002    0.000    1.143    0.127 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:523(print_jpg)
      562    0.002    0.000    0.011    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:957(get_yaxis_text2_transform)
      280    0.002    0.000    0.015    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:2303(_process_unit_info)
      514    0.002    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2701(__init__)
       66    0.002    0.000    1.139    0.017 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1133(draw)
     3844    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\compressed.py:1123(__set_sorted)
      134    0.001    0.000    0.040    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1262(get_minorticklocs)
      292    0.001    0.000    0.422    0.001 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1378(grid)
      172    0.001    0.000    0.024    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\spines.py:34(__init__)
     1724    0.001    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2381(transform_non_affine)
      102    0.001    0.000    0.020    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2268(get_tick_space)
      472    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:872(_translate_tick_kw)
     1036    0.001    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:663(__call__)
        9    0.001    0.000    0.001    0.000 {method 'decode' of 'ImagingDecoder' objects}
     4236    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\spines.py:549(__getattr__)
       13    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
  456/360    0.001    0.000    0.676    0.002 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2054(_get_tick)
     1564    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\stride_tricks.py:536(<listcomp>)
     5550    0.001    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:254(get)
      388    0.001    0.000    0.047    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1322(_copy_tick_props)
      512    0.001    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:3213(__getitem__)
     1679    0.001    0.000    0.008    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2763(amin)
      562    0.001    0.000    0.009    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\markers.py:683(_set_tickleft)
     1142    0.001    0.000    0.071    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1016(get_path)
     3206    0.001    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:541(set_markevery)
      260    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook\__init__.py:590(__setitem__)
      236    0.001    0.000    0.014    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1393(__sub__)
     1900    0.001    0.000    0.003    0.000 {built-in method builtins.all}
      118    0.001    0.000    0.005    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:606(count_contains)
     1276    0.001    0.000   39.502    0.031 C:\Users\timot\EI_ST5\run_algo_gen.py:52(<lambda>)
    10222    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
      424    0.001    0.000    0.004    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:3425(_validate_converted_limits)
     6840    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\tqdm\utils.py:330(<genexpr>)
     4676    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\stride_tricks.py:540(<genexpr>)
     5802    0.001    0.000    0.001    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\cycler.py:227(<genexpr>)
      379    0.001    0.000    0.034    0.000 {built-in method builtins.sum}
       22    0.001    0.000    2.721    0.124 C:\Users\timot\EI_ST5\individual_vector.py:134(crossover)
     1726    0.001    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\shape_base.py:608(_column_stack_dispatcher)
      340    0.001    0.000    0.003    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:645(padded)
   774/31    0.001    0.000    0.002    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:174(getwidth)
     1720    0.001    0.000    0.008    0.000 C:\Users\timot\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2638(amax)
